HYBRIDIZATION R	TCGA-AA-3841-01	TCGA-AA-3866-01	TCGA-AA-3870-01	TCGA-AA-3939-01	TCGA-AA-3941-01	TCGA-AA-3968-01	TCGA-AA-3970-01	TCGA-AA-3977-01	TCGA-AA-3979-01	TCGA-AA-3980-01
PTPN18|26469	1106	1113	2100	637	1307	1402	1217	777	1175	1702
PTPN1|5770	1266	2465	1440	943	1277	1742	2024	521	1798	1404
PTPN20A|653129	1	1	1	0	0	0	0	0	0	0
PTPN20B|26095	5	0	4	3	1	3	4	0	7	4
PTPN21|11099	186	261	372	119	314	308	279	139	102	234
PTPN22|26191	19	143	66	158	152	86	121	92	38	171
PTPN23|25930	1671	1464	2442	554	1117	1317	1135	625	632	1408
PTPN2|5771	73	576	297	359	524	665	454	485	663	1032
PTPN3|5774	455	1776	989	685	1595	1561	1267	569	1512	1727
PTPN4|5775	48	266	186	129	151	167	182	79	144	213
PTPN5|84867	6	7	8	0	1	13	2	0	2	7
PTPN6|5777	1013	1335	1137	958	820	969	542	379	669	939
PTPN7|5778	114	679	144	839	48	191	206	86	37	195
PTPN9|5780	494	1250	826	508	870	1101	833	352	395	785
PTPRA|5786	564	3203	2271	1193	3017	2751	842	702	2139	2278
PTPRB|5787	326	554	382	991	597	757	716	302	748	735
PTPRCAP|5790	351	475	394	229	86	185	361	130	63	412
PTPRC|5788	156	1783	591	434	229	883	720	472	173	1233
PTPRD|5789	154	3087	117	352	29	2053	1295	907	892	1731
PTPRE|5791	396	791	649	406	636	892	513	215	448	477
PTPRF|5792	7362	5729	16782	3818	8677	3767	4364	2390	4813	4063
PTPRG|5793	225	525	414	276	302	506	415	345	339	417
PTPRH|5794	620	489	502	735	773	740	751	278	380	358
PTPRJ|5795	497	636	1275	547	1133	993	928	577	703	873
PTPRK|5796	712	3433	2103	1615	1764	2721	2860	1637	3155	2869
PTPRM|5797	142	309	537	178	143	403	189	133	128	259
PTPRN2|5799	524	71	3011	403	4106	707	798	69	132	135
PTPRN|5798	29	23	136	16	14	2	13	16	2	3
PTPRO|5800	426	952	116	196	2498	3858	727	490	1145	1688
PTPRQ|374462	0	0	0	1	0	0	0	1	1	0
PTPRR|5801	49	154	457	280	551	245	60	82	105	71
PTPRS|5802	211	251	347	191	296	263	139	171	100	157
PTPRT|11122	3	2	14	0	5	5	1	0	0	0
PTPRU|10076	842	94	757	140	696	169	132	160	111	243
PTPRVP|148713	4	6	12	2	6	5	1	4	0	1
PTPRZ1|5803	0	3	4	3	4	3	1	12	7	142
PTRF|284119	912	2840	3933	778	810	2318	1002	856	577	1485
PTRH1|138428	440	296	563	267	301	188	244	188	475	548
PTRH2|51651	155	549	319	621	173	543	916	437	773	590
PTS|5805	74	362	273	667	380	298	357	187	629	428
PTTG1IP|754	2093	5854	9492	6045	6412	5477	5697	2563	10267	6794
PTTG1|9232	131	1317	729	989	1508	816	722	793	2721	1143
PTTG2|10744	1	0	0	1	0	1	0	0	0	0
PTTG3P|26255	1	1	5	1	6	1	2	4	8	1
PTX3|5806	7	16	9	24	7	10	17	14	10	16
PTX4|390667	2	0	1	0	1	0	2	0	1	1
PUF60|22827	5250	4240	7665	3363	4411	2469	4486	1590	10851	4424
PUM1|9698	1277	2128	1446	1422	2285	2235	1935	1391	2170	2096
PUM2|23369	831	4226	2079	1903	2893	4268	2447	1629	3032	4258
PURA|5813	51	373	225	273	228	228	259	150	256	256
PURB|5814	303	1732	633	987	1579	2587	1618	956	994	1088
PURG|29942	4	3	1	1	0	2	0	0	0	0
PUS10|150962	20	230	90	267	227	222	164	79	146	203
PUS1|80324	1087	626	1020	1054	579	863	647	442	1433	702
PUS3|83480	45	319	244	208	129	202	207	148	368	311
PUS7L|83448	33	295	108	529	207	445	445	224	452	272
PUS7|54517	142	837	620	635	648	1346	405	358	1289	1569
PUSL1|126789	249	246	237	289	702	272	343	299	665	376
PVALB|5816	2	1	7	2	0	1	1	2	1	4
PVRIG|79037	32	73	54	24	34	76	44	38	25	75
PVRL1|5818	1631	2193	1649	871	909	1837	1253	868	840	1017
PVRL2|5819	3120	2117	4453	2762	1736	2074	1762	1217	2521	1536
PVRL3|25945	67	394	157	275	93	135	221	166	672	327
PVRL4|81607	336	313	1188	613	677	153	338	181	455	342
PVR|5817	1327	1344	1845	1381	1302	1846	1662	517	1169	744
PVT1|5820	122	130	173	248	209	174	435	101	741	243
PWP1|11137	348	1204	1159	1360	1131	1143	1046	626	1739	1020
PWP2|5822	918	871	1157	684	456	668	730	462	1579	1248
PWRN1|791114	0	0	0	0	2	0	2	1	0	1
PWRN2|791115	0	0	1	0	0	0	0	0	0	2
PWWP2A|114825	80	870	339	398	420	495	527	353	713	666
PWWP2B|170394	583	544	690	462	749	531	635	290	825	417
PXDNL|137902	4	17	5	3	2	1	2	7	2	4
PXDN|7837	956	1432	2207	414	242	1391	549	350	255	483
PXK|54899	114	288	299	141	191	279	217	137	177	224
PXMP2|5827	184	373	291	467	773	401	418	160	817	526
PXMP4|11264	589	833	395	416	430	157	1242	128	705	749
PXN|5829	1958	2571	3967	3367	4416	3378	2868	1497	3577	2500
PXT1|222659	0	1	1	0	0	1	2	0	0	1
PYCARD|29108	3195	2075	1781	2154	745	1005	1574	596	743	641
PYCR1|5831	2956	3525	2656	2194	2033	3525	3366	2198	4537	3765
PYCR2|29920	1254	1260	1142	1067	1296	1084	971	547	1243	1328
PYCRL|65263	908	824	1008	510	344	397	998	285	1882	1234
PYDC1|260434	0	0	0	1	0	0	0	0	0	0
PYDC2|152138	0	0	0	0	0	0	0	0	0	0
PYGB|5834	7359	18621	16831	5963	20628	4952	15360	4416	18721	7059
PYGL|5836	97	313	1328	151	525	479	555	950	975	3447
PYGM|5837	6	32	30	6	13	18	17	4	2	8
PYGO1|26108	1	4	5	1	0	1	3	0	0	7
PYGO2|90780	388	1469	971	636	961	1408	1155	610	1458	1520
PYHIN1|149628	1	23	9	3	7	23	18	20	5	61
PYROXD1|79912	137	835	345	1145	970	850	703	503	1110	910
PYROXD2|84795	35	30	19	22	13	35	50	30	75	46
PYY2|23615	1	1	0	0	0	3	4	7	1	0
PYY|5697	132	0	10	8	15	102	334	3	13	55
PZP|5858	14	29	48	10	7	30	14	13	3	24
ProSAPiP1|9762	449	1916	736	354	693	1860	499	247	677	513
QARS|5859	3556	5756	6158	4448	4698	4419	4127	2216	4745	6772
QDPR|5860	274	828	368	656	885	551	673	395	785	908
QKI|9444	93	964	450	598	214	856	988	403	692	663
QPCTL|54814	379	293	409	389	258	415	524	265	839	316
QPCT|25797	348	1756	379	3690	1674	896	360	148	520	413
QPRT|23475	2000	4104	212	869	763	1643	2753	359	1562	1047
QRFPR|84109	1	0	5	1	1	2	3	2	3	220
QRFP|347148	8	7	3	0	0	0	4	0	0	0
QRICH1|54870	680	1500	1123	701	1283	1230	1286	598	711	1205
QRICH2|84074	42	19	74	18	4	90	39	32	17	49
QRSL1|55278	115	832	181	630	333	953	994	563	1122	1378
QSER1|79832	143	875	506	364	455	1020	777	607	554	1155
QSOX1|5768	2729	3708	6074	3602	3958	2875	3731	2784	2818	3605
QSOX2|169714	232	866	514	298	400	1030	628	344	1073	1073
QTRT1|81890	1581	578	537	960	506	1125	914	455	992	1035
QTRTD1|79691	161	1198	527	464	462	794	768	374	1144	784
R3HCC1|203069	329	432	389	723	530	670	628	414	341	342
R3HDM1|23518	366	909	694	494	366	1248	646	704	1071	1601
R3HDM2|22864	992	791	1335	885	714	1575	1125	374	707	1248
R3HDML|140902	30	29	8	16	52	81	61	14	52	16
RAB10|10890	938	4762	3495	3998	5937	5135	3937	2402	5444	5646
RAB11A|8766	790	3666	2331	4093	5874	3230	4003	2955	2810	2926
RAB11B|9230	3084	2117	4237	1368	984	1821	1754	892	1469	2519
RAB11FIP1|80223	2468	4570	4194	4482	4820	6923	4490	2655	8761	3282
RAB11FIP2|22841	42	294	163	219	378	511	489	95	446	240
RAB11FIP3|9727	1102	445	1378	418	1150	827	665	352	393	775
RAB11FIP4|84440	976	1678	1268	1126	1212	842	1080	425	1392	1198
RAB11FIP5|26056	400	818	1073	355	467	577	520	248	448	575
RAB12|201475	80	427	320	293	391	372	337	371	537	577
RAB13|5872	431	1220	1417	847	1078	1285	874	739	1087	960
RAB14|51552	878	3335	2124	2501	3648	3387	2533	1677	3068	4523
RAB15|376267	1568	3365	1866	719	1874	1403	1665	761	884	1053
RAB17|64284	368	174	307	343	429	504	522	144	416	219
RAB18|22931	239	1279	892	2067	1451	1851	1439	972	1999	2195
RAB19|401409	66	61	76	28	39	67	39	28	9	24
RAB1A|5861	996	6106	3054	4480	4208	3900	3142	3127	5256	4708
RAB1B|81876	3998	4944	6574	2905	1203	3653	3201	1869	3031	4362
RAB20|55647	668	957	1398	1080	1266	1038	392	286	762	619
RAB21|23011	241	884	857	1287	1344	1142	964	496	1147	1175
RAB22A|57403	509	1801	1207	1634	2484	2309	1560	712	2283	1609
RAB23|51715	60	858	286	432	177	613	766	385	1051	1091
RAB24|53917	378	438	360	316	432	435	521	167	587	365
RAB25|57111	2453	4045	3771	4128	2514	1912	3050	1721	2717	3963
RAB26|25837	46	17	20	29	101	14	27	73	34	38
RAB27A|5873	112	678	250	381	455	468	716	419	133	433
RAB27B|5874	5	30	92	42	100	19	31	43	51	48
RAB28|9364	43	272	166	269	254	362	332	223	367	480
RAB2A|5862	1489	2242	2277	2043	2296	1565	2387	1245	4797	2754
RAB2B|84932	62	399	266	277	403	300	457	164	487	355
RAB30|27314	9	65	52	91	41	55	28	34	32	27
RAB31|11031	169	2593	1728	797	418	1729	485	784	352	805
RAB32|10981	227	1224	550	2837	378	871	1449	1340	2529	2276
RAB33A|9363	14	21	29	17	13	13	11	6	5	22
RAB33B|83452	40	320	283	426	409	273	304	221	320	456
RAB34|83871	164	512	553	260	135	350	184	158	91	183
RAB35|11021	1080	1225	1895	1243	1057	1025	932	625	1069	920
RAB36|9609	299	69	622	292	133	229	371	79	331	355
RAB37|326624	111	42	74	54	49	253	249	24	34	108
RAB38|23682	3	40	40	37	13	33	24	41	5	14
RAB39B|116442	5	12	1	11	5	9	24	11	0	8
RAB39|54734	2	18	1	2	0	8	101	1	5	15
RAB3A|5864	29	30	132	14	28	18	13	39	55	49
RAB3B|5865	4	13	73	14	20	18	7	16	10	8
RAB3C|115827	0	2	10	0	1	5	4	0	2	4
RAB3D|9545	731	1310	1489	963	689	1114	1045	326	1016	1455
RAB3GAP1|22930	343	1523	970	610	942	1397	982	527	910	1430
RAB3GAP2|25782	164	1039	641	997	845	1042	892	392	1001	1042
RAB3IL1|5866	110	164	284	64	51	148	192	75	141	130
RAB3IP|117177	119	668	435	725	987	816	714	407	997	605
RAB40AL|282808	2	1	0	1	0	5	1	3	2	5
RAB40A|142684	0	7	10	10	1	1	10	3	1	6
RAB40B|10966	181	505	629	371	938	440	1205	225	829	931
RAB40C|57799	1105	1324	1415	611	1094	818	801	343	472	1009
RAB41|347517	1	4	1	5	2	1	0	0	1	4
RAB42|115273	27	64	47	30	26	71	43	28	30	65
RAB43|339122	997	2075	1614	758	726	996	1652	664	2133	1438
RAB4A|5867	183	1085	1047	1745	1614	532	1087	541	1461	1069
RAB4B|53916	535	515	808	618	211	429	668	154	357	279
RAB5A|5868	174	1519	531	978	1512	1405	1247	749	830	1363
RAB5B|5869	868	2942	3022	4343	1748	2963	2826	1575	2686	3751
RAB5C|5878	3644	5022	5912	3503	2406	4355	5077	1884	5298	4221
RAB6A|5870	795	4104	2707	3088	3607	3988	3203	2086	4624	4142
RAB6B|51560	36	81	89	29	40	29	148	133	476	54
RAB6C|84084	14	140	71	98	98	120	99	80	157	121
RAB7A|7879	2327	8247	6301	3867	6433	5389	4704	2795	10060	5558
RAB7L1|8934	115	625	251	385	190	488	490	162	260	674
RAB8A|4218	1129	1778	1905	1345	1519	1997	1641	1009	2418	2681
RAB8B|51762	46	728	461	409	797	502	510	267	153	670
RAB9A|9367	155	498	513	904	612	618	439	245	626	555
RAB9BP1|9366	0	0	0	0	0	1	0	0	0	0
RAB9B|51209	0	11	13	7	0	3	2	2	0	1
RABAC1|10567	3342	1566	4573	2333	1393	1379	1989	851	2026	1346
RABEP1|9135	154	669	598	723	821	1355	463	455	552	614
RABEP2|79874	459	732	568	445	494	470	656	222	375	351
RABEPK|10244	765	623	652	691	542	774	831	342	1091	885
RABGAP1L|9910	87	417	313	134	314	242	235	109	193	363
RABGAP1|23637	259	1081	1226	466	795	1142	765	415	867	1718
RABGEF1|27342	265	875	876	553	934	1182	374	426	742	991
RABGGTA|5875	385	586	650	420	592	418	531	214	545	581
RABGGTB|5876	145	463	748	991	1029	1000	936	528	1520	1100
RABIF|5877	127	407	416	480	288	421	350	157	443	458
RABL2A|11159	59	271	174	153	152	242	129	122	175	241
RABL2B|11158	136	549	326	273	423	472	247	269	510	604
RABL3|285282	72	649	321	502	456	606	501	270	518	478
RABL5|64792	136	353	502	299	212	595	183	110	379	459
RAC1|5879	4695	11729	11974	9675	16504	10529	9199	5688	11104	12284
RAC2|5880	861	1336	1488	704	738	565	943	342	142	906
RAC3|5881	50	98	75	29	155	86	89	108	96	108
RACGAP1P|83956	0	7	4	4	6	4	5	2	7	5
RACGAP1|29127	650	1872	1230	1968	2614	2413	1557	1338	3188	2097
RAD17|5884	51	709	251	351	479	512	562	300	517	539
RAD18|56852	72	426	179	322	533	566	428	333	458	635
RAD1|5810	168	948	430	656	430	1240	797	420	1122	1130
RAD21L1|642636	0	0	0	0	0	0	0	0	0	2
RAD21|5885	966	7249	4519	4960	8240	6575	6208	3584	15164	9557
RAD23A|5886	1489	3124	2835	2284	2654	2581	2943	1794	4278	4117
RAD23B|5887	1532	5342	4587	3037	4817	5148	3387	2602	6244	6821
RAD50|10111	254	1873	619	924	1122	1491	1118	802	1527	1445
RAD51AP1|10635	47	404	152	448	581	689	249	321	766	635
RAD51AP2|729475	2	2	9	2	25	1	14	1	24	33
RAD51C|5889	59	317	206	192	105	292	245	126	276	338
RAD51L1|5890	36	146	130	87	220	66	96	73	121	118
RAD51L3|5892	175	252	139	96	76	190	278	46	122	145
RAD51|5888	185	462	329	236	462	410	408	352	469	643
RAD52|5893	104	129	57	126	150	288	97	90	192	166
RAD54B|25788	49	198	91	279	295	266	631	198	694	200
RAD54L2|23132	179	137	222	46	80	144	127	62	59	92
RAD54L|8438	242	302	376	132	326	313	292	301	364	492
RAD9A|5883	234	359	483	211	256	523	373	214	438	524
RAD9B|144715	16	39	28	40	36	75	36	15	22	33
RADIL|55698	8	15	4	12	7	16	15	11	4	7
RAE1|8480	618	1518	985	1193	1370	2193	1971	496	1682	1512
RAET1E|135250	6	8	50	10	15	11	36	13	232	47
RAET1G|353091	7	4	152	15	38	4	4	2	46	11
RAET1K|646024	3	12	5	4	11	9	1	2	9	2
RAET1L|154064	11	5	265	21	65	1	4	3	52	9
RAF1|5894	1006	1861	966	1161	1796	1536	1557	980	956	1469
RAG1AP1|55974	389	1480	849	870	1214	964	1456	950	3688	1464
RAG1|5896	19	124	28	47	18	74	50	51	42	58
RAG2|5897	0	0	0	0	0	0	0	0	0	0
RAGE|5891	37	63	97	89	70	100	103	60	151	165
RAI14|26064	177	782	908	379	158	974	367	343	446	228
RAI1|10743	411	639	693	478	643	607	393	374	445	590
RAI2|10742	99	79	95	47	184	87	63	27	94	55
RALA|5898	733	3020	1815	1865	2942	3319	2332	1187	2576	2612
RALBP1|10928	564	1556	1986	859	1163	1666	1266	1332	1235	2724
RALB|5899	516	2189	2445	1446	2940	2321	1621	860	3041	2138
RALGAPA1|253959	68	1202	334	384	597	545	750	435	290	751
RALGAPA2|57186	202	1467	439	345	603	1191	328	249	618	727
RALGAPB|57148	423	2279	981	1090	1610	2778	2031	613	1502	1697
RALGDS|5900	964	1370	1948	629	1212	1490	1143	364	1423	1631
RALGPS1|9649	130	539	384	229	508	483	364	125	433	833
RALGPS2|55103	88	479	512	496	691	783	540	202	846	675
RALYL|138046	0	2	0	1	0	0	1	0	0	0
RALY|22913	10728	7794	4533	3625	4535	7035	6293	1927	5653	4742
RAMP1|10267	68	250	2471	29	403	93	31	28	7	47
RAMP2|10266	106	336	301	120	124	247	205	82	94	172
RAMP3|10268	127	239	215	111	137	314	297	110	125	373
RANBP10|57610	598	745	680	407	685	680	743	278	897	728
RANBP17|64901	24	136	70	92	65	21	118	62	49	88
RANBP1|5902	1111	3077	1929	2133	3294	2283	2595	1981	5362	3261
RANBP2|5903	161	1747	1000	1247	1452	2437	1440	715	1431	1960
RANBP3L|202151	1	6	5	0	0	4	1	3	0	2
RANBP3|8498	677	1121	1414	889	854	1287	1078	612	1456	1545
RANBP6|26953	72	662	333	336	146	697	463	292	388	872
RANBP9|10048	247	1116	699	693	973	1328	819	476	1083	1180
RANGAP1|5905	2815	2319	2304	1496	2985	2279	2160	1491	2911	2589
RANGRF|29098	186	205	120	585	585	767	264	234	208	238
RAN|5901	4509	7829	9506	17356	12281	7247	7364	5089	19168	7729
RAP1A|5906	173	1345	1044	1203	1539	1245	1557	900	2007	1395
RAP1B|5908	688	3711	2427	7458	4229	3528	3873	2746	5643	4238
RAP1GAP2|23108	392	503	1329	497	1455	1488	283	437	443	102
RAP1GAP|5909	452	222	616	397	1287	312	322	387	622	314
RAP1GDS1|5910	189	1249	1245	1827	1078	760	614	789	656	1536
RAP2A|5911	411	1344	1084	2439	1488	1542	971	658	873	1415
RAP2B|5912	471	1133	1285	769	674	636	715	546	1141	863
RAP2C|57826	170	718	692	1601	799	1302	673	529	783	870
RAPGEF1|2889	1067	1964	1578	588	1103	1629	1086	490	893	1335
RAPGEF2|9693	238	792	574	568	897	841	425	294	532	753
RAPGEF3|10411	104	95	530	228	305	129	136	52	143	65
RAPGEF4|11069	36	100	23	89	24	145	109	42	41	124
RAPGEF5|9771	331	728	353	405	633	886	903	211	358	556
RAPGEF6|51735	41	349	157	112	120	184	187	96	223	223
RAPGEFL1|51195	1245	1052	3315	1037	1209	1002	1609	447	1362	1805
RAPH1|65059	224	990	636	490	1165	1290	820	558	685	1059
RAPSN|5913	2	0	0	0	2	0	3	4	3	0
RARA|5914	767	764	1175	475	588	758	776	220	572	686
RARB|5915	22	90	53	130	71	65	73	68	24	55
RARG|5916	532	675	1735	992	611	518	654	243	549	522
RARRES1|5918	119	509	452	230	2017	308	379	67	105	486
RARRES2|5919	576	1731	996	822	297	1196	676	401	455	635
RARRES3|5920	241	832	1796	257	177	385	357	445	5941	2182
RARS2|57038	78	941	327	757	732	1180	930	622	1238	1064
RARS|5917	398	2835	1212	1577	1825	1511	1886	1325	2593	1838
RASA1|5921	186	1910	874	1012	1347	870	1066	558	862	1107
RASA2|5922	19	178	75	58	110	119	105	63	173	142
RASA3|22821	335	312	2601	200	1287	364	255	156	363	208
RASA4P|401331	179	59	159	73	197	93	77	33	42	76
RASA4|10156	858	544	998	371	1178	728	545	212	250	511
RASAL1|8437	222	45	518	432	729	33	296	260	316	209
RASAL2|9462	192	1312	735	363	521	837	342	389	343	588
RASAL3|64926	100	155	111	62	59	181	128	62	32	191
RASD1|51655	104	28	117	124	76	99	228	65	20	102
RASD2|23551	144	105	174	56	47	118	254	76	24	115
RASEF|158158	204	512	677	255	687	338	342	192	552	404
RASGEF1A|221002	3	23	35	46	4	87	189	5	154	8
RASGEF1B|153020	54	559	194	254	305	217	140	169	184	793
RASGEF1C|255426	0	0	0	1	0	0	0	0	1	0
RASGRF1|5923	18	15	121	15	13	21	116	19	7	18
RASGRF2|5924	27	58	331	72	142	81	51	43	70	83
RASGRP1|10125	14	140	26	52	14	70	40	81	8	121
RASGRP2|10235	64	64	74	36	45	65	60	5	13	40
RASGRP3|25780	33	235	204	108	84	263	193	61	86	188
RASGRP4|115727	25	74	188	33	31	53	62	34	22	63
RASIP1|54922	96	182	120	105	91	180	136	58	468	145
RASL10A|10633	6	8	9	10	13	13	16	7	2	14
RASL10B|91608	141	52	64	16	2	444	56	16	8	30
RASL11A|387496	848	337	563	870	171	771	1476	371	3369	1662
RASL11B|65997	17	3	19	18	15	11	4	8	7	16
RASL12|51285	61	196	184	67	64	191	104	41	38	108
RASSF10|644943	89	89	86	52	51	30	127	31	153	93
RASSF1|11186	551	564	619	513	729	642	558	503	376	653
RASSF2|9770	97	645	277	215	111	392	221	125	69	302
RASSF3|283349	152	573	414	639	319	384	473	233	718	349
RASSF4|83937	134	701	538	476	285	402	202	187	86	423
RASSF5|83593	138	576	416	288	151	307	238	125	126	456
RASSF6|166824	66	126	327	376	640	196	275	79	105	173
RASSF7|8045	1656	1293	1338	1150	918	947	2702	688	2186	1520
RASSF8|11228	16	225	92	68	26	138	110	65	22	56
RASSF9|9182	3	5	20	27	14	7	9	1	1	10
RAVER1|125950	1336	3004	1666	1557	1315	3530	2022	1044	1904	4058
RAVER2|55225	162	730	365	616	868	1126	937	395	971	1332
RAX2|84839	5	0	0	1	3	2	0	5	1	1
RAX|30062	0	0	0	0	0	1	0	0	0	1
RB1CC1|9821	125	1274	749	786	1042	1388	2040	520	3056	1761
RB1|5925	194	2408	1039	1520	2066	1044	1563	899	1129	2526
RBAK|57786	85	396	250	186	295	612	457	154	300	422
RBBP4|5928	910	4186	1898	2966	2806	3461	4051	2174	5837	4671
RBBP5|5929	107	690	399	444	393	600	460	298	604	536
RBBP6|5930	128	1036	675	548	934	1223	793	542	987	1169
RBBP7|5931	2929	4063	3918	3681	3873	4524	2509	1776	3252	3520
RBBP8|5932	61	576	485	465	856	581	312	552	569	1232
RBBP9|10741	113	925	461	744	649	1533	542	462	1621	1278
RBCK1|10616	2117	6910	3040	2981	5411	4253	1915	1593	11818	6202
RBKS|64080	37	145	72	53	120	94	130	31	174	113
RBL1|5933	111	436	244	145	267	612	370	186	361	405
RBL2|5934	519	2051	907	1089	1570	1852	1820	427	1499	2158
RBM10|8241	2260	342	1708	975	344	1802	1119	617	1063	1291
RBM11|54033	4	28	1	118	9	14	86	8	2	70
RBM12B|389677	26	496	163	193	188	381	500	200	486	497
RBM12|10137	688	2363	1555	1759	1606	2202	1970	1223	2388	2205
RBM14|10432	972	2105	1439	899	1083	1650	1466	752	1827	1992
RBM15B|29890	1172	2100	1415	756	1249	1709	1415	857	859	1428
RBM15|64783	87	196	164	123	141	163	218	129	209	205
RBM16|22828	123	1159	793	630	584	1148	811	495	823	1237
RBM17|84991	524	1357	1162	1073	1429	1756	1304	938	1061	1843
RBM18|92400	181	731	537	402	558	723	775	329	1065	975
RBM19|9904	252	557	436	408	553	680	602	279	567	447
RBM20|282996	2	2	15	5	11	3	6	4	3	5
RBM22|55696	232	1948	986	1060	1275	1068	1310	510	1701	1247
RBM23|55147	758	1839	1312	758	1530	1332	1267	503	1843	1527
RBM24|221662	6	18	11	3	3	23	128	70	161	119
RBM25|58517	130	1384	802	977	1529	1420	1291	1164	1051	1815
RBM26|64062	272	912	585	698	924	1108	669	322	715	909
RBM27|54439	180	1437	616	784	871	930	951	698	1136	1133
RBM28|55131	147	534	333	239	347	704	292	284	612	541
RBM33|155435	504	927	926	602	1000	1497	671	347	808	993
RBM34|23029	51	565	488	668	653	353	724	341	777	748
RBM38|55544	1955	996	1894	195	1650	718	1038	472	891	1319
RBM39|9584	1381	4472	2230	2781	4341	6371	5923	1540	4366	5159
RBM3|5935	1841	4058	6458	15875	11147	7128	5858	3357	8228	7241
RBM41|55285	19	123	122	122	167	150	128	76	117	135
RBM42|79171	1438	1422	1513	1416	1283	1749	1704	904	1895	1271
RBM43|375287	16	149	70	58	48	83	110	43	15	48
RBM44|375316	1	2	3	6	15	19	4	2	7	1
RBM45|129831	50	222	131	166	171	172	216	74	260	200
RBM46|166863	0	0	0	1	1	0	0	0	0	0
RBM47|54502	1440	3746	1411	3148	3384	3115	2507	2037	4140	3248
RBM4B|83759	241	257	352	168	166	365	354	145	376	286
RBM4|5936	1336	2445	2345	1180	1043	1896	1949	1033	2014	1825
RBM5|10181	878	1335	1225	835	1615	1218	1325	516	661	1263
RBM6|10180	264	758	551	522	749	1120	846	413	501	816
RBM7|10179	135	1307	438	822	525	673	1227	697	1371	1484
RBM8A|9939	720	2183	1903	1832	2095	1417	1547	1206	2150	1929
RBM9|23543	562	1527	2078	772	843	1246	1057	717	1027	1373
RBMS1|5937	196	833	414	266	295	516	546	178	671	397
RBMS2|5939	439	839	1931	717	881	1224	960	501	666	1172
RBMS3|27303	5	11	32	13	8	22	19	1	4	11
RBMX2|51634	128	350	491	670	394	537	324	251	475	452
RBMXL1|494115	114	573	322	400	339	533	625	337	470	468
RBMXL2|27288	0	0	1	0	0	1	2	1	3	2
RBMXL3|139804	0	0	0	0	0	1	1	0	0	0
RBMX|27316	1522	5629	4460	5553	4103	4880	4215	2902	5481	5676
RBMY1A1|5940	0	0	0	0	0	0	0	1	1	0
RBMY1A3P|286557	0	0	0	0	0	0	0	0	0	0
RBMY1B|378948	0	0	0	0	0	0	0	0	0	0
RBMY1E|378950	0	0	0	0	0	0	0	0	0	0
RBMY1F|159163	0	0	0	0	0	0	0	0	0	0
RBMY1J|378951	0	0	0	1	0	0	0	0	0	0
RBMY2EP|159125	0	0	0	3	0	0	2	0	1	0
RBMY2FP|159162	0	0	1	0	0	0	0	0	0	0
RBMY3AP|64593	0	0	0	0	0	0	0	0	0	0
RBP1|5947	100	262	179	1208	74	205	411	94	2335	665
RBP2|5948	68	53	41	747	32	41	45	82	208	107
RBP3|5949	0	0	1	0	5	0	0	0	2	0
RBP4|5950	845	163	277	120	633	391	63	73	120	83
RBP5|83758	36	27	54	31	25	31	35	1	5	35
RBP7|116362	5	13	10	17	17	11	16	11	8	22
RBPJL|11317	26	25	39	14	12	15	18	55	18	26
RBPJ|3516	150	502	408	277	374	424	378	214	379	390
RBPMS2|348093	21	76	98	11	22	40	25	23	8	26
RBPMS|11030	673	1087	2894	1132	1050	561	454	266	210	616
RBX1|9978	217	869	545	1240	1389	541	1047	558	1433	855
RC3H1|149041	112	800	288	714	702	1083	838	464	764	1102
RC3H2|54542	133	374	302	145	274	288	229	185	174	340
RCAN1|1827	227	910	644	645	243	666	695	459	1889	1537
RCAN2|10231	33	267	128	110	112	240	133	85	55	225
RCAN3|11123	57	221	155	123	192	120	183	90	137	242
RCBTB1|55213	205	426	689	642	668	372	373	206	564	583
RCBTB2|1102	88	193	201	179	122	153	141	91	76	172
RCC1|1104	469	787	535	532	871	796	824	638	1461	993
RCC2|55920	1972	5710	3133	3681	4766	3806	3853	2743	6245	4904
RCCD1|91433	432	394	420	227	616	403	373	212	221	407
RCE1|9986	332	815	664	333	471	694	607	320	1015	899
RCHY1|25898	153	706	298	953	615	515	729	354	692	1037
RCL1|10171	187	659	522	429	192	453	480	219	633	762
RCN1|5954	1090	7410	2448	3406	2814	5812	5132	1833	2052	1466
RCN2|5955	112	1615	351	1777	1134	1580	2093	1206	1062	1270
RCN3|57333	402	820	855	319	148	775	327	197	255	272
RCOR1|23186	275	777	1100	652	1662	863	662	478	553	1082
RCOR2|283248	49	61	120	36	73	116	38	110	132	136
RCOR3|55758	124	542	369	608	535	712	611	287	521	738
RCSD1|92241	65	247	147	67	103	236	154	95	38	188
RCVRN|5957	1	4	2	0	0	2	0	0	0	1
RD3|343035	1	0	1	2	2	2	1	0	1	2
RDBP|7936	585	1731	1584	1022	1174	2286	1608	1098	2436	1670
RDH10|157506	324	842	1468	1387	3292	968	1246	551	1544	2109
RDH11|51109	348	2066	1168	1657	2896	984	1303	1597	1276	1701
RDH12|145226	13	5	7	29	31	6	10	0	1	1
RDH13|112724	446	323	575	416	264	411	403	242	577	393
RDH14|57665	40	186	88	108	71	165	125	86	156	205
RDH16|8608	12	3	5	51	15	22	4	1	14	10
RDH5|5959	77	49	140	122	259	113	146	51	64	44
RDH8|50700	1	3	1	0	0	0	0	0	2	0
